Tag,Depth,Previous Sibling,Number of Children,Full Tag,Full Previous Tag
<code class=""docutils literal notranslate""><span class=""pre"">UnicodeDammit.detwingle()</span></code> to turn such a document into pure
UTF-8. Here’s a simple example:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">snowmen</span> <span class=""o"">=</span> <span class=""p"">(</span><span class=""sa"">u</span><span class=""s2"">""</span><span class=""se"">\N{SNOWMAN}</span><span class=""s2"">""</span> <span class=""o"">*</span> <span class=""mi"">3</span><span class=""p"">)</span>
<span class=""n"">quote</span> <span class=""o"">=</span> <span class=""p"">(</span><span class=""sa"">u</span><span class=""s2"">""</span><span class=""se"">\N{LEFT DOUBLE QUOTATION MARK}</span><span class=""s2"">I like snowmen!</span><span class=""se"">\N{RIGHT DOUBLE QUOTATION MARK}</span><span class=""s2"">""</span><span class=""p"">)</span>
<span class=""n"">doc</span> <span class=""o"">=</span> <span class=""n"">snowmen</span><span class=""o"">.</span><span class=""n"">encode</span><span class=""p"">(</span><span class=""s2"">""utf8""</span><span class=""p"">)</span> <span class=""o"">+</span> <span class=""n"">quote</span><span class=""o"">.</span><span class=""n"">encode</span><span class=""p"">(</span><span class=""s2"">""windows_1252""</span><span class=""p"">)</span>
</pre></div>
</div>
<p>This document is a mess. The snowmen are in UTF-8 and the quotes are
in Windows-1252. You can display the snowmen or the quotes, but not
both:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">doc</span><span class=""p"">)</span>
<span class=""c1""># ☃☃☃�I like snowmen!�</span>

<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">doc</span><span class=""o"">.</span><span class=""n"">decode</span><span class=""p"">(</span><span class=""s2"">""windows-1252""</span><span class=""p"">))</span>
<span class=""c1""># â˜ƒâ˜ƒâ˜ƒ“I like snowmen!”</span>
</pre></div>
</div>
<p>Decoding the document as UTF-8 raises a <code class=""docutils literal notranslate""><span class=""pre"">UnicodeDecodeError</span></code>, and
decoding it as Windows-1252 gives you gibberish. Fortunately,
<code class=""docutils literal notranslate""><span class=""pre"">UnicodeDammit.detwingle()</span></code> will convert the string to pure UTF-8,
allowing you to decode it to Unicode and display the snowmen and quote
marks simultaneously:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">new_doc</span> <span class=""o"">=</span> <span class=""n"">UnicodeDammit</span><span class=""o"">.</span><span class=""n"">detwingle</span><span class=""p"">(</span><span class=""n"">doc</span><span class=""p"">)</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">new_doc</span><span class=""o"">.</span><span class=""n"">decode</span><span class=""p"">(</span><span class=""s2"">""utf8""</span><span class=""p"">))</span>
<span class=""c1""># ☃☃☃“I like snowmen!”</span>
</pre></div>
</div>
<p><code class=""docutils literal notranslate""><span class=""pre"">UnicodeDammit.detwingle()</span></code> only knows how to handle Windows-1252
embedded in UTF-8 (or vice versa, I suppose), but this is the most
common case.</p>
<p>Note that you must know to call <code class=""docutils literal notranslate""><span class=""pre"">UnicodeDammit.detwingle()</span></code> on your
data before passing it into <code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup</span></code> or the <code class=""docutils literal notranslate""><span class=""pre"">UnicodeDammit</span></code>
constructor. Beautiful Soup assumes that a document has a single
encoding, whatever it might be. If you pass it a document that
contains both UTF-8 and Windows-1252, it’s likely to think the whole
document is Windows-1252, and the document will come out looking like
<code class=""docutils literal notranslate""><span class=""pre"">â˜ƒâ˜ƒâ˜ƒ“I</span> <span class=""pre"">like</span> <span class=""pre"">snowmen!”</span></code>.</p>
<p><code class=""docutils literal notranslate""><span class=""pre"">UnicodeDammit.detwingle()</span></code> is new in Beautiful Soup 4.1.0.</p>
</div>
</div>
</div>
<div class=""section"" id=""line-numbers"">
<h1>Line numbers<a class=""headerlink"" href=""#line-numbers"" title=""Permalink to this headline"">¶</a></h1>
<p>The <code class=""docutils literal notranslate""><span class=""pre"">html.parser</span></code> and <code class=""docutils literal notranslate""><span class=""pre"">html5lib</span></code> parsers can keep track of where in
the original document each Tag was found. You can access this
information as <code class=""docutils literal notranslate""><span class=""pre"">Tag.sourceline</span></code> (line number) and <code class=""docutils literal notranslate""><span class=""pre"">Tag.sourcepos</span></code>
(position of the start tag within a line):</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">markup</span> <span class=""o"">=</span> <span class=""s2"">""&lt;p</span><span class=""se"">\n</span><span class=""s2"">&gt;Paragraph 1&lt;/p&gt;</span><span class=""se"">\n</span><span class=""s2"">    &lt;p&gt;Paragraph 2&lt;/p&gt;""</span>
<span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""k"">for</span> <span class=""n"">tag</span> <span class=""ow"">in</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">find_all</span><span class=""p"">(</span><span class=""s1"">'p'</span><span class=""p"">):</span>
    <span class=""nb"">print</span><span class=""p"">(</span><span class=""nb"">repr</span><span class=""p"">((</span><span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">sourceline</span><span class=""p"">,</span> <span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">sourcepos</span><span class=""p"">,</span> <span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">string</span><span class=""p"">)))</span>
<span class=""c1""># (1, 0, 'Paragraph 1')</span>
<span class=""c1""># (3, 4, 'Paragraph 2')</span>
</pre></div>
</div>
<p>Note that the two parsers mean slightly different things by
<code class=""docutils literal notranslate""><span class=""pre"">sourceline</span></code> and <code class=""docutils literal notranslate""><span class=""pre"">sourcepos</span></code>. For html.parser, these numbers
represent the position of the initial less-than sign. For html5lib,
these numbers represent the position of the final greater-than sign:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html5lib'</span><span class=""p"">)</span>
<span class=""k"">for</span> <span class=""n"">tag</span> <span class=""ow"">in</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">find_all</span><span class=""p"">(</span><span class=""s1"">'p'</span><span class=""p"">):</span>
    <span class=""nb"">print</span><span class=""p"">(</span><span class=""nb"">repr</span><span class=""p"">((</span><span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">sourceline</span><span class=""p"">,</span> <span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">sourcepos</span><span class=""p"">,</span> <span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">string</span><span class=""p"">)))</span>
<span class=""c1""># (2, 0, 'Paragraph 1')</span>
<span class=""c1""># (3, 6, 'Paragraph 2')</span>
</pre></div>
</div>
<p>You can shut off this feature by passing <code class=""docutils literal notranslate""><span class=""pre"">store_line_numbers=False`</span>
<span class=""pre"">into</span> <span class=""pre"">the</span> <span class=""pre"">``BeautifulSoup</span></code> constructor:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">markup</span> <span class=""o"">=</span> <span class=""s2"">""&lt;p</span><span class=""se"">\n</span><span class=""s2"">&gt;Paragraph 1&lt;/p&gt;</span><span class=""se"">\n</span><span class=""s2"">    &lt;p&gt;Paragraph 2&lt;/p&gt;""</span>
<span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">,</span> <span class=""n"">store_line_numbers</span><span class=""o"">=</span><span class=""kc"">False</span><span class=""p"">)</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""o"">.</span><span class=""n"">sourceline</span><span class=""p"">)</span>
<span class=""c1""># None</span>
</pre></div>
</div>
<p><cite>This feature is new in 4.8.1, and the parsers based on lxml don’t
support it.</cite></p>
</div>
<div class=""section"" id=""comparing-objects-for-equality"">
<h1>Comparing objects for equality<a class=""headerlink"" href=""#comparing-objects-for-equality"" title=""Permalink to this headline"">¶</a></h1>
<p>Beautiful Soup says that two <code class=""docutils literal notranslate""><span class=""pre"">NavigableString</span></code> or <code class=""docutils literal notranslate""><span class=""pre"">Tag</span></code> objects
are equal when they represent the same HTML or XML markup. In this
example, the two &lt;b&gt; tags are treated as equal, even though they live
in different parts of the object tree, because they both look like
“&lt;b&gt;pizza&lt;/b&gt;”:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">markup</span> <span class=""o"">=</span> <span class=""s2"">""&lt;p&gt;I want &lt;b&gt;pizza&lt;/b&gt; and more &lt;b&gt;pizza&lt;/b&gt;!&lt;/p&gt;""</span>
<span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">first_b</span><span class=""p"">,</span> <span class=""n"">second_b</span> <span class=""o"">=</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">find_all</span><span class=""p"">(</span><span class=""s1"">'b'</span><span class=""p"">)</span>
<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">first_b</span> <span class=""o"">==</span> <span class=""n"">second_b</span><span class=""p"">)</span>
<span class=""c1""># True</span>

<span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">first_b</span><span class=""o"">.</span><span class=""n"">previous_element</span> <span class=""o"">==</span> <span class=""n"">second_b</span><span class=""o"">.</span><span class=""n"">previous_element</span><span class=""p"">)</span>
<span class=""c1""># False</span>
</pre></div>
</div>
<p>If you want to see whether two variables refer to exactly the same
object, use <cite>is</cite>:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""nb"">print</span><span class=""p"">(</span><span class=""n"">first_b</span> <span class=""ow"">is</span> <span class=""n"">second_b</span><span class=""p"">)</span>
<span class=""c1""># False</span>
</pre></div>
</div>
</div>
<div class=""section"" id=""copying-beautiful-soup-objects"">
<h1>Copying Beautiful Soup objects<a class=""headerlink"" href=""#copying-beautiful-soup-objects"" title=""Permalink to this headline"">¶</a></h1>
<p>You can use <code class=""docutils literal notranslate""><span class=""pre"">copy.copy()</span></code> to create a copy of any <code class=""docutils literal notranslate""><span class=""pre"">Tag</span></code> or
<code class=""docutils literal notranslate""><span class=""pre"">NavigableString</span></code>:</p>
<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""kn"">import</span> <span class=""nn"">copy</span>
<span class=""n"">p_copy</span> <span class=""o"">=</span> <span class=""n"">copy</span><span class=""o"">.</span><span class=""n"">copy</span><span class=""p"">(</span><span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">p</span><span class=""p"">)</span>
